lead_id,source,campaign,created_date,converted_flag
LEAD00470,Referral,Brand Awareness,2025-08-21,0
LEAD00471,Paid Search,Retention Drive,2026-02-18,0
LEAD00472,LinkedIn,Product Launch,2025-06-27,0
LEAD00473,LinkedIn,Competitor Conquest,2026-01-03,0
LEAD00474,Cold Outreach,Retention Drive,2025-08-02,1
LEAD00475,Organic Search,Brand Awareness,2026-02-17,1
LEAD00476,Referral,Brand Awareness,2025-09-08,0
LEAD00477,LinkedIn,Brand Awareness,2025-05-02,0
LEAD00478,LinkedIn,Retention Drive,2025-10-02,0
LEAD00479,Paid Search,Brand Awareness,2025-07-03,0
LEAD00480,Paid Search,Retention Drive,2025-04-09,0
LEAD00481,Referral,Q1 Spring Push,2025-12-05,0
LEAD00482,Paid Search,Product Launch,2026-02-21,1
LEAD00483,Paid Search,Competitor Conquest,2025-07-31,0
LEAD00484,Referral,Q1 Spring Push,2025-07-28,1
LEAD00485,Cold Outreach,Retention Drive,2025-07-06,0
LEAD00486,Organic Search,Product Launch,2026-01-07,0
LEAD00487,Paid Search,Brand Awareness,2025-12-09,0
LEAD00488,Cold Outreach,Retention Drive,2025-10-23,0
LEAD00489,Cold Outreach,Retention Drive,2025-11-23,0
LEAD00490,Organic Search,Retention Drive,2025-05-23,0
LEAD00491,Organic Search,Product Launch,2025-06-29,0
LEAD00492,LinkedIn,Q1 Spring Push,2025-10-17,0
LEAD00493,Cold Outreach,Q1 Spring Push,2025-08-22,0
LEAD00494,Organic Search,Brand Awareness,2025-12-23,0
LEAD00495,Referral,Competitor Conquest,2025-07-22,1
LEAD00496,LinkedIn,Retention Drive,2025-04-09,0
LEAD00497,Organic Search,Retention Drive,2025-07-23,1
LEAD00498,Cold Outreach,Retention Drive,2026-01-04,0
LEAD00499,Organic Search,Brand Awareness,2025-09-27,0
LEAD00500,Cold Outreach,Q1 Spring Push,2025-06-04,0
LEAD00501,Referral,Q1 Spring Push,2025-08-19,0
LEAD00502,Paid Search,Competitor Conquest,2026-01-25,0
LEAD00503,Paid Search,Product Launch,2025-08-25,1
LEAD00504,LinkedIn,Product Launch,2026-01-09,0
LEAD00505,Referral,Brand Awareness,2025-03-26,0
LEAD00506,LinkedIn,Q1 Spring Push,2025-09-04,0
LEAD00507,Referral,Competitor Conquest,2025-08-25,0
LEAD00508,Event,Retention Drive,2025-08-07,0
LEAD00509,Referral,Brand Awareness,2025-05-01,1
LEAD00510,Cold Outreach,Competitor Conquest,2026-01-23,0
LEAD00511,LinkedIn,Competitor Conquest,2025-03-30,1
LEAD00512,Cold Outreach,Product Launch,2025-07-01,0
LEAD00513,Cold Outreach,Retention Drive,2026-01-28,0
LEAD00514,Referral,Q1 Spring Push,2025-07-10,0
LEAD00515,Paid Search,Brand Awareness,2025-11-04,0
LEAD00516,LinkedIn,Retention Drive,2026-02-15,0
LEAD00517,Organic Search,Retention Drive,2026-01-15,0
LEAD00518,Referral,Q1 Spring Push,2025-07-17,0
LEAD00519,Event,Brand Awareness,2025-09-11,0
LEAD00520,Organic Search,Retention Drive,2026-03-03,0
LEAD00521,Cold Outreach,Competitor Conquest,2025-12-10,1
LEAD00522,Referral,Q1 Spring Push,2026-01-28,0
LEAD00523,Cold Outreach,Brand Awareness,2025-10-02,0
LEAD00524,Referral,Competitor Conquest,2025-04-26,0
LEAD00525,LinkedIn,Product Launch,2025-11-23,0
LEAD00526,Cold Outreach,Retention Drive,2025-10-30,0
LEAD00527,Organic Search,Competitor Conquest,2025-06-11,0
LEAD00528,Referral,Q1 Spring Push,2026-03-05,1
LEAD00529,Referral,Competitor Conquest,2025-03-22,1
LEAD00530,Cold Outreach,Retention Drive,2025-07-05,0
LEAD00531,Event,Brand Awareness,2025-03-23,0
LEAD00532,Cold Outreach,Competitor Conquest,2025-10-08,0
LEAD00533,Paid Search,Q1 Spring Push,2025-12-04,1
LEAD00534,Organic Search,Product Launch,2026-02-26,1
LEAD00535,Cold Outreach,Product Launch,2025-04-13,0
LEAD00536,Cold Outreach,Retention Drive,2025-12-04,0
LEAD00537,Referral,Product Launch,2025-07-12,1
LEAD00538,Organic Search,Product Launch,2025-12-23,0
LEAD00539,Referral,Competitor Conquest,2025-07-13,0
LEAD00540,Referral,Retention Drive,2025-11-07,1
LEAD00541,Event,Competitor Conquest,2026-02-13,0
LEAD00542,Organic Search,Competitor Conquest,2025-08-11,0
LEAD00543,Cold Outreach,Retention Drive,2025-05-10,0
LEAD00544,LinkedIn,Q1 Spring Push,2025-07-05,0
LEAD00545,Event,Retention Drive,2025-05-02,0
LEAD00546,Referral,Product Launch,2025-03-11,0
LEAD00547,Organic Search,Competitor Conquest,2025-05-20,1
LEAD00548,Organic Search,Brand Awareness,2025-04-14,0
LEAD00549,Referral,Q1 Spring Push,2025-07-01,0
LEAD00550,Cold Outreach,Brand Awareness,2025-07-25,0
LEAD00551,Organic Search,Product Launch,2025-10-15,0
LEAD00552,Referral,Brand Awareness,2025-07-30,0
LEAD00553,Paid Search,Retention Drive,2025-03-26,0
LEAD00554,Event,Competitor Conquest,2026-01-03,0
LEAD00555,Cold Outreach,Competitor Conquest,2025-08-10,0
LEAD00556,Cold Outreach,Brand Awareness,2025-07-13,0
LEAD00557,Paid Search,Retention Drive,2025-11-25,0
LEAD00558,Cold Outreach,Q1 Spring Push,2025-04-04,0
LEAD00559,Paid Search,Product Launch,2025-12-21,0
LEAD00560,Organic Search,Competitor Conquest,2025-07-02,0
LEAD00561,Paid Search,Retention Drive,2026-02-15,0
LEAD00562,LinkedIn,Brand Awareness,2025-09-10,0
LEAD00563,Paid Search,Retention Drive,2026-02-23,0
LEAD00564,LinkedIn,Competitor Conquest,2026-01-12,0
LEAD00565,Organic Search,Retention Drive,2025-11-17,0
LEAD00566,LinkedIn,Brand Awareness,2026-02-16,0
LEAD00567,Event,Brand Awareness,2025-12-24,0
LEAD00568,Event,Retention Drive,2025-04-03,0
LEAD00569,Organic Search,Competitor Conquest,2025-07-20,1
LEAD00570,Organic Search,Q1 Spring Push,2025-05-03,0
LEAD00571,Organic Search,Retention Drive,2026-02-18,0
LEAD00572,Paid Search,Q1 Spring Push,2025-11-26,0
LEAD00573,Paid Search,Brand Awareness,2025-03-14,0
LEAD00574,Event,Competitor Conquest,2026-01-20,0
LEAD00575,LinkedIn,Brand Awareness,2025-12-31,1
LEAD00576,Paid Search,Competitor Conquest,2025-08-11,1
LEAD00577,Organic Search,Product Launch,2025-07-12,0
LEAD00578,Event,Product Launch,2026-01-27,0
LEAD00579,Cold Outreach,Competitor Conquest,2025-09-08,0
LEAD00580,Paid Search,Product Launch,2025-06-13,0
LEAD00581,Paid Search,Product Launch,2025-08-04,0
LEAD00582,Referral,Competitor Conquest,2025-06-20,0
LEAD00583,LinkedIn,Q1 Spring Push,2025-07-28,0
LEAD00584,Organic Search,Retention Drive,2026-02-04,1
LEAD00585,LinkedIn,Competitor Conquest,2025-12-17,1
LEAD00586,Referral,Q1 Spring Push,2025-04-07,0
LEAD00587,Paid Search,Retention Drive,2026-02-10,0
LEAD00588,Cold Outreach,Retention Drive,2025-10-11,0
LEAD00589,Cold Outreach,Retention Drive,2025-10-07,0
LEAD00590,LinkedIn,Brand Awareness,2026-03-07,0
LEAD00591,Event,Retention Drive,2025-12-26,0
LEAD00592,Referral,Product Launch,2025-06-06,0
LEAD00593,Event,Competitor Conquest,2025-03-19,0
LEAD00594,Cold Outreach,Competitor Conquest,2025-11-30,0
LEAD00595,Organic Search,Q1 Spring Push,2025-06-09,0
LEAD00596,Cold Outreach,Product Launch,2025-06-18,0
LEAD00597,LinkedIn,Product Launch,2026-01-23,0
LEAD00598,LinkedIn,Retention Drive,2025-09-18,0
LEAD00599,Paid Search,Q1 Spring Push,2026-02-25,0
LEAD00600,Event,Retention Drive,2025-10-30,0
LEAD00601,LinkedIn,Competitor Conquest,2025-06-26,0
LEAD00602,Organic Search,Brand Awareness,2025-10-30,1
LEAD00603,LinkedIn,Q1 Spring Push,2026-02-15,0
LEAD00604,Organic Search,Competitor Conquest,2025-10-10,0
LEAD00605,Organic Search,Competitor Conquest,2025-09-19,0
LEAD00606,Cold Outreach,Retention Drive,2025-05-26,0
LEAD00607,Cold Outreach,Retention Drive,2025-05-11,0
LEAD00608,LinkedIn,Brand Awareness,2025-04-04,0
LEAD00609,Cold Outreach,Retention Drive,2025-04-01,0
LEAD00610,Referral,Retention Drive,2025-11-05,1
LEAD00611,Event,Retention Drive,2025-12-03,1
LEAD00612,LinkedIn,Competitor Conquest,2026-01-20,0
LEAD00613,Referral,Competitor Conquest,2026-01-29,1
LEAD00614,Referral,Product Launch,2025-07-11,1
LEAD00615,Organic Search,Brand Awareness,2025-03-30,0
LEAD00616,Event,Retention Drive,2025-06-19,0
LEAD00617,LinkedIn,Retention Drive,2025-06-29,0
LEAD00618,Referral,Competitor Conquest,2025-08-10,0
LEAD00619,Paid Search,Retention Drive,2026-01-05,0
LEAD00620,Referral,Product Launch,2025-03-16,0
LEAD00621,Event,Q1 Spring Push,2025-03-21,0
LEAD00622,Referral,Q1 Spring Push,2025-12-21,0
LEAD00623,LinkedIn,Q1 Spring Push,2025-05-07,0
LEAD00624,Organic Search,Q1 Spring Push,2025-09-03,0
LEAD00625,Organic Search,Retention Drive,2025-12-23,0
LEAD00626,LinkedIn,Brand Awareness,2025-10-07,1
LEAD00627,Organic Search,Product Launch,2025-12-29,0
LEAD00628,Referral,Q1 Spring Push,2025-10-06,0
LEAD00629,Paid Search,Product Launch,2025-07-04,0
LEAD00630,Event,Brand Awareness,2026-02-05,1
LEAD00631,Referral,Competitor Conquest,2025-05-22,0
LEAD00632,Referral,Brand Awareness,2025-08-30,0
LEAD00633,Cold Outreach,Retention Drive,2026-01-03,0
LEAD00634,Event,Competitor Conquest,2025-07-24,0
LEAD00635,Paid Search,Brand Awareness,2026-01-25,0
LEAD00636,Cold Outreach,Retention Drive,2025-08-14,0
LEAD00637,Referral,Brand Awareness,2025-06-08,0
LEAD00638,Cold Outreach,Competitor Conquest,2025-10-20,1
LEAD00639,Paid Search,Q1 Spring Push,2025-05-23,0
LEAD00640,Cold Outreach,Brand Awareness,2025-05-28,0
LEAD00641,Cold Outreach,Retention Drive,2026-01-27,0
LEAD00642,Event,Retention Drive,2025-05-20,0
LEAD00643,Event,Retention Drive,2025-12-05,0
LEAD00644,Event,Q1 Spring Push,2026-01-09,0
LEAD00645,Event,Product Launch,2026-03-02,0
LEAD00646,Paid Search,Product Launch,2025-03-15,0
LEAD00647,Event,Competitor Conquest,2026-01-27,0
LEAD00648,Event,Brand Awareness,2025-08-18,0
LEAD00649,Referral,Q1 Spring Push,2025-09-18,0
LEAD00650,Referral,Q1 Spring Push,2025-06-14,0
LEAD00651,LinkedIn,Q1 Spring Push,2026-01-12,0
LEAD00652,Event,Product Launch,2025-10-16,0
LEAD00653,LinkedIn,Q1 Spring Push,2025-12-23,1
LEAD00654,Referral,Product Launch,2026-02-09,0
LEAD00655,LinkedIn,Product Launch,2026-02-26,0
LEAD00656,LinkedIn,Competitor Conquest,2026-01-20,0
LEAD00657,Referral,Brand Awareness,2025-10-30,0
LEAD00658,Organic Search,Q1 Spring Push,2025-11-28,0
LEAD00659,Event,Retention Drive,2025-11-10,0
LEAD00660,Event,Competitor Conquest,2026-01-12,0
LEAD00661,LinkedIn,Competitor Conquest,2025-06-01,0
LEAD00662,Referral,Q1 Spring Push,2025-08-15,0
LEAD00663,Organic Search,Brand Awareness,2025-06-01,0
LEAD00664,Cold Outreach,Q1 Spring Push,2025-11-05,0
LEAD00665,Cold Outreach,Product Launch,2025-10-07,0
LEAD00666,Referral,Q1 Spring Push,2025-04-20,0
LEAD00667,Paid Search,Brand Awareness,2025-06-08,0
LEAD00668,Paid Search,Retention Drive,2025-08-07,0
LEAD00669,Event,Competitor Conquest,2026-02-18,0
LEAD00670,Referral,Retention Drive,2025-10-14,1
LEAD00671,Paid Search,Q1 Spring Push,2026-02-09,0
LEAD00672,Referral,Brand Awareness,2025-05-09,0
LEAD00673,Cold Outreach,Competitor Conquest,2025-09-13,0
LEAD00674,Paid Search,Retention Drive,2025-06-23,0
LEAD00675,Paid Search,Retention Drive,2025-05-27,0
LEAD00676,Organic Search,Competitor Conquest,2025-03-19,1
LEAD00677,Paid Search,Retention Drive,2025-10-19,1
LEAD00678,Paid Search,Retention Drive,2025-06-26,0
LEAD00679,LinkedIn,Brand Awareness,2025-04-20,0
LEAD00680,Cold Outreach,Competitor Conquest,2025-10-23,0
LEAD00681,LinkedIn,Brand Awareness,2025-11-24,0
LEAD00682,Event,Brand Awareness,2026-03-03,0
LEAD00683,Paid Search,Q1 Spring Push,2025-05-04,0
LEAD00684,Organic Search,Product Launch,2025-08-12,0
LEAD00685,Cold Outreach,Competitor Conquest,2025-08-22,0
LEAD00686,Cold Outreach,Q1 Spring Push,2025-06-09,0
LEAD00687,Cold Outreach,Competitor Conquest,2025-04-01,1
LEAD00688,Referral,Retention Drive,2025-09-09,1
LEAD00689,Cold Outreach,Q1 Spring Push,2026-01-07,0
LEAD00690,Paid Search,Competitor Conquest,2026-03-07,0
LEAD00691,Organic Search,Brand Awareness,2025-03-28,0
LEAD00692,LinkedIn,Product Launch,2026-01-24,0
LEAD00693,Cold Outreach,Brand Awareness,2025-11-18,0
LEAD00694,Referral,Brand Awareness,2026-02-21,0
LEAD00695,Cold Outreach,Retention Drive,2025-11-24,0
LEAD00696,Cold Outreach,Competitor Conquest,2026-01-14,1
LEAD00697,Event,Retention Drive,2025-07-02,0
LEAD00698,Paid Search,Retention Drive,2025-04-01,1
LEAD00699,Event,Product Launch,2026-02-06,0
LEAD00700,Cold Outreach,Q1 Spring Push,2026-01-05,0
LEAD00701,Event,Product Launch,2025-06-17,0
LEAD00702,LinkedIn,Product Launch,2025-03-29,0
LEAD00703,Cold Outreach,Retention Drive,2025-05-01,1
LEAD00704,Event,Competitor Conquest,2026-03-10,0
LEAD00705,Cold Outreach,Q1 Spring Push,2025-09-27,0
LEAD00706,Referral,Brand Awareness,2026-01-08,0
LEAD00707,Referral,Competitor Conquest,2025-09-07,0
LEAD00708,Organic Search,Product Launch,2026-02-15,0
LEAD00709,Referral,Retention Drive,2025-07-25,0
LEAD00710,Referral,Product Launch,2025-09-21,0
LEAD00711,Event,Q1 Spring Push,2025-11-16,1
LEAD00712,Referral,Q1 Spring Push,2025-11-04,0
LEAD00713,LinkedIn,Brand Awareness,2026-02-07,0
LEAD00714,Organic Search,Q1 Spring Push,2025-07-09,0
LEAD00715,Organic Search,Retention Drive,2025-04-25,0
LEAD00716,LinkedIn,Product Launch,2026-01-15,0
LEAD00717,LinkedIn,Q1 Spring Push,2025-09-22,0
LEAD00718,Paid Search,Q1 Spring Push,2025-05-08,0
LEAD00719,Organic Search,Competitor Conquest,2025-05-19,0
LEAD00720,Organic Search,Q1 Spring Push,2025-08-30,1
LEAD00721,Cold Outreach,Q1 Spring Push,2026-01-05,0
LEAD00722,Referral,Q1 Spring Push,2025-10-08,1
LEAD00723,Referral,Q1 Spring Push,2026-01-18,0
LEAD00724,Event,Q1 Spring Push,2025-10-12,0
LEAD00725,Referral,Q1 Spring Push,2025-04-29,0
LEAD00726,Paid Search,Retention Drive,2025-04-08,0
LEAD00727,Referral,Competitor Conquest,2025-07-17,0
LEAD00728,Event,Retention Drive,2026-01-19,0
LEAD00729,Cold Outreach,Q1 Spring Push,2025-07-22,0
LEAD00730,Event,Product Launch,2026-01-15,0
LEAD00731,Event,Q1 Spring Push,2025-05-12,1
LEAD00732,Paid Search,Retention Drive,2026-01-06,0
LEAD00733,LinkedIn,Brand Awareness,2025-08-08,0
LEAD00734,Event,Competitor Conquest,2025-12-06,0
LEAD00735,Organic Search,Q1 Spring Push,2026-01-05,0
LEAD00736,Referral,Retention Drive,2025-04-12,0
LEAD00737,LinkedIn,Retention Drive,2025-06-07,0
LEAD00738,Paid Search,Competitor Conquest,2025-10-04,0
LEAD00739,LinkedIn,Brand Awareness,2026-03-07,0
LEAD00740,Cold Outreach,Product Launch,2026-02-10,0
LEAD00741,Event,Q1 Spring Push,2025-08-07,0
LEAD00742,Paid Search,Product Launch,2026-02-04,0
LEAD00743,Cold Outreach,Competitor Conquest,2025-03-21,0
LEAD00744,Referral,Retention Drive,2025-03-22,0
LEAD00745,Event,Retention Drive,2025-09-21,0
LEAD00746,Referral,Brand Awareness,2025-12-18,0
LEAD00747,Organic Search,Competitor Conquest,2025-11-19,1
LEAD00748,Cold Outreach,Product Launch,2025-03-22,0
LEAD00749,Event,Product Launch,2025-11-09,0
LEAD00750,LinkedIn,Competitor Conquest,2025-11-26,0
LEAD00751,Organic Search,Brand Awareness,2026-03-06,0
LEAD00752,Organic Search,Retention Drive,2026-01-12,1
LEAD00753,Referral,Product Launch,2025-04-22,1
LEAD00754,LinkedIn,Q1 Spring Push,2026-02-24,0
LEAD00755,LinkedIn,Product Launch,2025-11-19,0
LEAD00756,Cold Outreach,Product Launch,2025-09-19,0
LEAD00757,Paid Search,Product Launch,2025-12-01,0
LEAD00758,LinkedIn,Q1 Spring Push,2026-03-01,1
LEAD00759,Paid Search,Competitor Conquest,2025-04-10,0
LEAD00760,Organic Search,Brand Awareness,2025-11-24,0
LEAD00761,Paid Search,Brand Awareness,2025-09-02,0
LEAD00762,Event,Retention Drive,2025-08-01,0
LEAD00763,Organic Search,Q1 Spring Push,2025-12-28,0
LEAD00764,Paid Search,Product Launch,2025-12-03,0
LEAD00765,Cold Outreach,Brand Awareness,2025-09-30,0
LEAD00766,Cold Outreach,Product Launch,2026-02-16,0
LEAD00767,Event,Product Launch,2025-06-10,0
LEAD00768,Paid Search,Brand Awareness,2025-11-05,0
LEAD00769,LinkedIn,Product Launch,2025-06-24,1
LEAD00770,Referral,Product Launch,2026-01-29,0
LEAD00771,Cold Outreach,Retention Drive,2026-02-06,0
LEAD00772,Referral,Retention Drive,2025-09-01,1
LEAD00773,Referral,Product Launch,2025-09-28,0
LEAD00774,Event,Competitor Conquest,2025-07-01,0
LEAD00775,Event,Competitor Conquest,2025-04-19,0
LEAD00776,Event,Q1 Spring Push,2025-11-25,0
LEAD00777,Paid Search,Competitor Conquest,2025-11-11,0
LEAD00778,LinkedIn,Competitor Conquest,2025-08-30,0
LEAD00779,LinkedIn,Brand Awareness,2025-06-03,0
LEAD00780,Organic Search,Brand Awareness,2025-07-27,1
LEAD00781,Paid Search,Retention Drive,2026-02-18,0
LEAD00782,Event,Brand Awareness,2025-08-05,0
LEAD00783,Referral,Competitor Conquest,2025-09-04,0
LEAD00784,LinkedIn,Brand Awareness,2025-08-28,0
LEAD00785,Referral,Product Launch,2025-10-27,1
LEAD00786,LinkedIn,Q1 Spring Push,2025-10-12,0
LEAD00787,Event,Retention Drive,2025-04-16,0
LEAD00788,LinkedIn,Product Launch,2026-01-20,1
LEAD00789,LinkedIn,Q1 Spring Push,2025-06-05,1
LEAD00790,Paid Search,Brand Awareness,2025-11-03,0
LEAD00791,Cold Outreach,Brand Awareness,2025-12-04,0
LEAD00792,Paid Search,Retention Drive,2025-10-29,0
LEAD00793,LinkedIn,Brand Awareness,2025-09-15,1
LEAD00794,Referral,Competitor Conquest,2025-05-19,0
LEAD00795,Organic Search,Competitor Conquest,2025-04-11,0
LEAD00796,Paid Search,Competitor Conquest,2025-11-15,0
LEAD00797,Cold Outreach,Product Launch,2025-07-12,0
LEAD00798,Event,Retention Drive,2025-07-15,0
LEAD00799,Referral,Brand Awareness,2026-01-27,0
LEAD00800,Paid Search,Competitor Conquest,2025-03-19,0
LEAD00801,Referral,Competitor Conquest,2025-05-30,0
LEAD00802,Paid Search,Retention Drive,2026-01-05,1
LEAD00803,Cold Outreach,Q1 Spring Push,2025-06-29,0
LEAD00804,LinkedIn,Brand Awareness,2025-11-16,0
LEAD00805,Cold Outreach,Competitor Conquest,2025-03-23,0
LEAD00806,LinkedIn,Retention Drive,2026-02-28,0
LEAD00807,Organic Search,Product Launch,2025-12-23,0
LEAD00808,LinkedIn,Retention Drive,2025-04-23,0
LEAD00809,Event,Retention Drive,2025-08-23,0
LEAD00810,Paid Search,Competitor Conquest,2026-02-07,0
LEAD00811,Paid Search,Competitor Conquest,2026-01-15,0
LEAD00812,Referral,Brand Awareness,2026-01-23,0
LEAD00813,Cold Outreach,Retention Drive,2025-12-11,1
LEAD00814,Cold Outreach,Retention Drive,2025-07-04,1
LEAD00815,Paid Search,Q1 Spring Push,2025-08-26,1
LEAD00816,Paid Search,Brand Awareness,2025-04-08,0
LEAD00817,Referral,Q1 Spring Push,2025-09-04,0
LEAD00818,Paid Search,Brand Awareness,2025-08-13,0
LEAD00819,Organic Search,Product Launch,2025-06-10,0
LEAD00820,Cold Outreach,Q1 Spring Push,2025-08-24,0
LEAD00821,Paid Search,Product Launch,2025-11-26,0
LEAD00822,Cold Outreach,Competitor Conquest,2025-12-20,0
LEAD00823,LinkedIn,Retention Drive,2025-11-28,0
LEAD00824,Cold Outreach,Competitor Conquest,2025-10-21,0
LEAD00825,Paid Search,Competitor Conquest,2026-02-07,0
LEAD00826,Event,Product Launch,2025-06-15,0
LEAD00827,Event,Competitor Conquest,2025-07-19,0
LEAD00828,Organic Search,Q1 Spring Push,2025-10-15,0
LEAD00829,Referral,Brand Awareness,2025-03-18,0
LEAD00830,LinkedIn,Competitor Conquest,2025-05-02,0
LEAD00831,Paid Search,Competitor Conquest,2025-11-04,0
LEAD00832,Event,Competitor Conquest,2025-07-20,1
LEAD00833,Cold Outreach,Product Launch,2025-03-19,0
LEAD00834,Referral,Q1 Spring Push,2025-11-09,0
LEAD00835,Paid Search,Brand Awareness,2025-04-24,0
LEAD00836,Cold Outreach,Q1 Spring Push,2025-03-19,0
LEAD00837,Paid Search,Competitor Conquest,2025-08-13,0
LEAD00838,Event,Q1 Spring Push,2025-09-04,0
LEAD00839,Organic Search,Retention Drive,2025-09-26,1
LEAD00840,Paid Search,Brand Awareness,2025-11-25,0
LEAD00841,Referral,Q1 Spring Push,2026-02-02,0
LEAD00842,Cold Outreach,Competitor Conquest,2025-08-28,0
LEAD00843,Referral,Product Launch,2025-08-20,0
LEAD00844,LinkedIn,Q1 Spring Push,2025-03-13,1
LEAD00845,LinkedIn,Competitor Conquest,2025-07-06,0
LEAD00846,Organic Search,Retention Drive,2025-04-09,0
LEAD00847,Referral,Product Launch,2025-07-13,0
LEAD00848,Paid Search,Product Launch,2026-03-02,0
LEAD00849,Paid Search,Brand Awareness,2026-01-07,0
LEAD00850,Referral,Product Launch,2026-01-31,0
LEAD00851,Organic Search,Brand Awareness,2025-12-23,0
LEAD00852,Paid Search,Product Launch,2025-03-11,0
LEAD00853,Cold Outreach,Retention Drive,2025-11-21,1
LEAD00854,Organic Search,Retention Drive,2025-04-17,0
LEAD00855,Cold Outreach,Q1 Spring Push,2025-08-24,0
LEAD00856,Referral,Q1 Spring Push,2025-05-09,0
LEAD00857,Referral,Product Launch,2025-11-04,1
LEAD00858,Paid Search,Product Launch,2026-01-24,0
LEAD00859,Organic Search,Q1 Spring Push,2025-09-20,1
LEAD00860,Cold Outreach,Q1 Spring Push,2025-11-19,0
LEAD00861,Organic Search,Product Launch,2025-12-16,0
LEAD00862,Event,Q1 Spring Push,2025-09-25,1
LEAD00863,Cold Outreach,Product Launch,2025-04-26,0
LEAD00864,Event,Competitor Conquest,2025-08-04,0
LEAD00865,Paid Search,Q1 Spring Push,2025-09-10,1
LEAD00866,Organic Search,Competitor Conquest,2025-04-11,0
LEAD00867,Referral,Product Launch,2025-07-20,0
LEAD00868,Cold Outreach,Brand Awareness,2025-04-13,0
LEAD00869,Organic Search,Q1 Spring Push,2025-11-20,0
LEAD00870,Event,Competitor Conquest,2026-01-18,0
LEAD00871,Event,Product Launch,2025-11-03,0
LEAD00872,Event,Brand Awareness,2025-04-22,0
LEAD00873,Cold Outreach,Product Launch,2025-09-22,0
LEAD00874,Cold Outreach,Brand Awareness,2025-04-04,1
LEAD00875,LinkedIn,Q1 Spring Push,2025-05-04,0
LEAD00876,Referral,Competitor Conquest,2025-06-23,0
LEAD00877,Paid Search,Retention Drive,2025-05-15,0
LEAD00878,Organic Search,Product Launch,2026-03-01,0
LEAD00879,Organic Search,Brand Awareness,2025-11-10,0
LEAD00880,Paid Search,Retention Drive,2026-01-30,0
LEAD00881,LinkedIn,Competitor Conquest,2025-10-11,1
LEAD00882,Referral,Product Launch,2025-04-17,0
LEAD00883,Cold Outreach,Retention Drive,2025-07-27,1
LEAD00884,LinkedIn,Product Launch,2025-10-20,0
LEAD00885,Organic Search,Retention Drive,2025-08-11,0
LEAD00886,LinkedIn,Q1 Spring Push,2025-11-14,0
LEAD00887,LinkedIn,Brand Awareness,2025-11-07,0
LEAD00888,Organic Search,Product Launch,2025-03-25,0
LEAD00889,Paid Search,Retention Drive,2025-08-28,0
LEAD00890,Paid Search,Competitor Conquest,2025-04-23,0
LEAD00891,Referral,Q1 Spring Push,2025-12-03,1
LEAD00892,Paid Search,Product Launch,2026-01-06,1
LEAD00893,Event,Retention Drive,2025-11-27,1
LEAD00894,Organic Search,Competitor Conquest,2025-07-15,0
LEAD00895,Cold Outreach,Product Launch,2025-11-06,0
LEAD00896,Event,Product Launch,2025-10-07,0
LEAD00897,Referral,Product Launch,2025-10-23,0
LEAD00898,Referral,Q1 Spring Push,2025-09-08,0
LEAD00899,Paid Search,Competitor Conquest,2025-07-29,0
LEAD00900,Event,Competitor Conquest,2025-12-22,0
LEAD00901,Referral,Q1 Spring Push,2025-08-28,0
LEAD00902,Organic Search,Brand Awareness,2025-05-11,0
LEAD00903,Event,Product Launch,2025-10-31,0
LEAD00904,LinkedIn,Competitor Conquest,2025-10-17,0
LEAD00905,Event,Competitor Conquest,2026-02-03,0
LEAD00906,Cold Outreach,Competitor Conquest,2025-12-01,0
LEAD00907,Paid Search,Q1 Spring Push,2026-03-05,1
LEAD00908,Cold Outreach,Brand Awareness,2025-07-03,0
LEAD00909,Referral,Competitor Conquest,2025-09-01,0
LEAD00910,LinkedIn,Retention Drive,2026-02-03,0
LEAD00911,Organic Search,Q1 Spring Push,2025-08-26,0
LEAD00912,Paid Search,Product Launch,2025-07-31,0
LEAD00913,Cold Outreach,Brand Awareness,2025-06-24,0
LEAD00914,Cold Outreach,Brand Awareness,2025-03-20,0
LEAD00915,Referral,Competitor Conquest,2025-11-05,1
LEAD00916,Organic Search,Brand Awareness,2025-04-22,0
LEAD00917,Organic Search,Product Launch,2025-10-29,0
LEAD00918,Cold Outreach,Product Launch,2025-11-01,0
LEAD00919,Event,Product Launch,2026-03-05,0
LEAD00920,Organic Search,Competitor Conquest,2025-08-20,1
LEAD00921,Organic Search,Retention Drive,2025-12-05,0
LEAD00922,Paid Search,Competitor Conquest,2025-11-02,0
LEAD00923,Event,Retention Drive,2025-04-08,0
LEAD00924,Event,Brand Awareness,2025-08-13,0
LEAD00925,Cold Outreach,Q1 Spring Push,2026-01-15,0
LEAD00926,LinkedIn,Product Launch,2025-10-25,0
LEAD00927,Cold Outreach,Competitor Conquest,2025-03-19,0
LEAD00928,Paid Search,Competitor Conquest,2026-03-11,0
LEAD00929,Cold Outreach,Competitor Conquest,2025-06-16,1
LEAD00930,LinkedIn,Competitor Conquest,2025-12-14,0
LEAD00931,Paid Search,Product Launch,2025-11-30,1
LEAD00932,Event,Q1 Spring Push,2025-07-24,0
LEAD00933,Paid Search,Product Launch,2025-11-29,0
LEAD00934,Paid Search,Product Launch,2025-10-30,1
LEAD00935,Referral,Competitor Conquest,2025-04-25,0
LEAD00936,Organic Search,Product Launch,2026-01-30,0
LEAD00937,Referral,Q1 Spring Push,2025-10-21,0
LEAD00938,Organic Search,Retention Drive,2025-11-11,1
LEAD00939,Cold Outreach,Q1 Spring Push,2026-03-07,0
