opportunity_id,account_id,stage,pipeline_value,close_date,created_date,win_flag
OPP00384,ACC0166,Closed Won,22600,2025-07-15,2025-06-18,1.0
OPP00385,ACC0024,Proposal,103842,2026-03-26,2025-12-28,
OPP00386,ACC0147,Prospecting,34053,2025-09-22,2025-08-24,
OPP00387,ACC0110,Closed Won,36004,2025-10-30,2025-07-03,1.0
OPP00388,ACC0039,Discovery,20006,2026-01-11,2025-11-13,
OPP00389,ACC0106,Negotiation,22138,2026-04-25,2026-01-23,
OPP00390,ACC0052,Prospecting,25583,2025-07-18,2025-05-04,
OPP00391,ACC0005,Proposal,89957,2025-07-11,2025-03-17,
OPP00392,ACC0089,Closed Won,31966,2025-11-20,2025-07-29,1.0
OPP00393,ACC0200,Demo,41660,2025-07-13,2025-04-26,
OPP00394,ACC0150,Closed Won,34184,2025-10-10,2025-09-19,1.0
OPP00395,ACC0189,Discovery,48704,2025-11-16,2025-10-13,
OPP00396,ACC0045,Closed Lost,68363,2026-05-03,2026-01-12,0.0
OPP00397,ACC0152,Proposal,145777,2025-12-25,2025-11-11,
OPP00398,ACC0145,Closed Won,148381,2026-05-10,2026-01-26,1.0
OPP00399,ACC0126,Closed Won,35759,2026-03-02,2025-11-05,1.0
OPP00400,ACC0123,Prospecting,41872,2026-02-15,2026-01-21,
OPP00401,ACC0184,Closed Lost,22670,2026-04-06,2026-02-09,0.0
OPP00402,ACC0199,Closed Won,152662,2026-03-07,2025-11-11,1.0
OPP00403,ACC0170,Closed Won,99614,2026-03-06,2025-12-15,1.0
OPP00404,ACC0041,Discovery,26501,2025-10-19,2025-07-22,
OPP00405,ACC0182,Negotiation,35393,2025-10-24,2025-07-01,
OPP00406,ACC0171,Closed Won,46288,2025-08-08,2025-04-28,1.0
OPP00407,ACC0033,Discovery,15505,2025-08-10,2025-04-14,
OPP00408,ACC0198,Prospecting,69496,2026-02-26,2025-11-11,
OPP00409,ACC0157,Discovery,9849,2025-05-13,2025-04-25,
OPP00410,ACC0082,Proposal,56493,2026-01-22,2025-10-19,
OPP00411,ACC0115,Closed Won,195689,2026-02-19,2025-11-16,1.0
OPP00412,ACC0028,Discovery,54621,2026-03-23,2026-02-04,
OPP00413,ACC0097,Demo,102861,2026-03-01,2026-02-09,
OPP00414,ACC0058,Demo,56563,2025-11-05,2025-08-14,
OPP00415,ACC0082,Prospecting,71183,2026-01-28,2025-11-18,
OPP00416,ACC0188,Prospecting,17590,2025-10-26,2025-09-29,
OPP00417,ACC0158,Closed Lost,97829,2026-03-27,2026-01-02,0.0
OPP00418,ACC0026,Prospecting,68501,2025-09-19,2025-06-07,
OPP00419,ACC0187,Closed Lost,27468,2025-10-03,2025-08-24,0.0
OPP00420,ACC0101,Negotiation,26701,2025-06-25,2025-05-09,
OPP00421,ACC0110,Closed Won,17261,2025-07-16,2025-04-23,1.0
OPP00422,ACC0025,Closed Won,50532,2026-02-16,2025-12-27,1.0
OPP00423,ACC0030,Discovery,26603,2026-03-08,2026-01-27,
OPP00424,ACC0024,Demo,34747,2025-12-28,2025-09-05,
OPP00425,ACC0048,Demo,27278,2025-06-09,2025-03-18,
OPP00426,ACC0069,Demo,34133,2025-07-15,2025-06-26,
OPP00427,ACC0172,Discovery,48948,2025-05-18,2025-04-27,
OPP00428,ACC0134,Proposal,57646,2025-12-12,2025-08-17,
OPP00429,ACC0061,Negotiation,147498,2025-09-30,2025-07-10,
OPP00430,ACC0147,Prospecting,37383,2025-08-02,2025-06-11,
OPP00431,ACC0043,Discovery,55645,2025-04-30,2025-03-29,
OPP00432,ACC0161,Discovery,49757,2026-02-18,2025-10-24,
OPP00433,ACC0018,Proposal,14669,2026-03-26,2025-11-26,
OPP00434,ACC0134,Proposal,59771,2026-02-28,2025-12-27,
OPP00435,ACC0108,Closed Won,51727,2025-07-05,2025-06-20,1.0
OPP00436,ACC0026,Discovery,45207,2026-02-19,2025-12-14,
OPP00437,ACC0147,Closed Won,14219,2026-03-13,2025-12-17,1.0
OPP00438,ACC0156,Prospecting,25336,2025-06-17,2025-04-04,
OPP00439,ACC0013,Demo,194949,2025-08-06,2025-07-19,
OPP00440,ACC0126,Closed Won,24945,2025-07-29,2025-06-11,1.0
OPP00441,ACC0083,Discovery,116855,2026-02-02,2025-12-21,
OPP00442,ACC0055,Demo,46444,2026-01-10,2025-09-25,
OPP00443,ACC0015,Proposal,37653,2025-11-01,2025-07-16,
OPP00444,ACC0035,Discovery,21470,2025-09-14,2025-05-22,
OPP00445,ACC0117,Prospecting,67253,2025-08-11,2025-05-17,
OPP00446,ACC0130,Closed Won,6263,2026-03-16,2026-01-15,1.0
OPP00447,ACC0126,Closed Lost,50413,2025-10-24,2025-07-21,0.0
OPP00448,ACC0090,Discovery,124340,2025-06-21,2025-04-11,
OPP00449,ACC0024,Closed Won,5124,2025-09-20,2025-08-17,1.0
OPP00450,ACC0055,Demo,12313,2025-10-04,2025-09-17,
OPP00451,ACC0132,Discovery,11439,2026-01-23,2025-10-19,
OPP00452,ACC0034,Closed Lost,58424,2026-05-23,2026-01-30,0.0
OPP00453,ACC0182,Negotiation,66360,2025-04-20,2025-03-15,
OPP00454,ACC0065,Demo,27993,2025-05-05,2025-03-17,
OPP00455,ACC0150,Demo,39154,2026-01-02,2025-10-21,
OPP00456,ACC0096,Proposal,150514,2026-01-02,2025-12-19,
OPP00457,ACC0124,Proposal,14114,2025-08-02,2025-04-28,
OPP00458,ACC0067,Closed Lost,146253,2026-03-06,2026-01-08,0.0
OPP00459,ACC0133,Closed Lost,46916,2025-06-24,2025-03-11,0.0
OPP00460,ACC0170,Closed Won,102489,2025-10-30,2025-10-09,1.0
OPP00461,ACC0076,Discovery,9939,2025-12-09,2025-08-30,
OPP00462,ACC0147,Demo,79156,2025-12-06,2025-09-30,
OPP00463,ACC0122,Closed Won,16014,2025-12-31,2025-11-04,1.0
OPP00464,ACC0143,Demo,9674,2025-10-27,2025-08-10,
OPP00465,ACC0144,Prospecting,18237,2025-12-30,2025-11-09,
OPP00466,ACC0058,Closed Won,47692,2026-02-17,2025-11-08,1.0
OPP00467,ACC0076,Closed Won,26554,2025-11-11,2025-09-05,1.0
OPP00468,ACC0159,Proposal,121483,2025-07-16,2025-06-17,
OPP00469,ACC0098,Closed Won,36496,2026-03-19,2026-01-04,1.0
OPP00470,ACC0052,Demo,66127,2025-07-05,2025-05-14,
OPP00471,ACC0116,Closed Lost,27671,2025-10-23,2025-08-18,0.0
OPP00472,ACC0023,Closed Won,34183,2025-11-01,2025-09-22,1.0
OPP00473,ACC0123,Demo,30648,2026-03-07,2025-12-05,
OPP00474,ACC0004,Prospecting,18806,2025-08-11,2025-07-28,
OPP00475,ACC0161,Closed Won,9762,2025-12-17,2025-08-29,1.0
OPP00476,ACC0099,Negotiation,28418,2025-11-16,2025-10-05,
OPP00477,ACC0134,Demo,112560,2025-08-25,2025-05-28,
OPP00478,ACC0092,Demo,4070,2025-06-30,2025-04-10,
OPP00479,ACC0059,Closed Lost,95038,2025-12-10,2025-11-05,0.0
OPP00480,ACC0183,Closed Lost,36580,2026-02-02,2025-10-18,0.0
OPP00481,ACC0137,Prospecting,72722,2025-07-06,2025-03-13,
OPP00482,ACC0032,Proposal,14060,2025-04-16,2025-03-27,
OPP00483,ACC0162,Proposal,7617,2025-06-20,2025-05-05,
OPP00484,ACC0160,Demo,11596,2026-03-29,2026-02-05,
OPP00485,ACC0185,Discovery,60294,2025-07-17,2025-04-05,
OPP00486,ACC0156,Demo,79071,2025-04-28,2025-03-30,
OPP00487,ACC0181,Demo,37790,2026-02-20,2025-10-30,
OPP00488,ACC0177,Discovery,75887,2025-09-04,2025-07-15,
OPP00489,ACC0127,Discovery,10347,2025-08-03,2025-06-08,
OPP00490,ACC0117,Closed Won,173156,2025-12-20,2025-11-25,1.0
OPP00491,ACC0011,Proposal,18667,2025-10-28,2025-09-11,
OPP00492,ACC0025,Closed Won,13587,2025-11-13,2025-09-14,1.0
OPP00493,ACC0092,Closed Won,47585,2026-02-01,2026-01-17,1.0
OPP00494,ACC0088,Demo,60467,2025-10-01,2025-06-30,
OPP00495,ACC0099,Demo,86799,2025-12-06,2025-11-08,
OPP00496,ACC0034,Demo,68596,2025-10-04,2025-06-10,
OPP00497,ACC0146,Discovery,108115,2026-02-13,2026-01-10,
OPP00498,ACC0176,Negotiation,97326,2025-08-06,2025-06-30,
OPP00499,ACC0012,Closed Lost,14730,2026-02-18,2025-12-05,0.0
OPP00500,ACC0186,Negotiation,41475,2026-02-24,2026-01-08,
OPP00501,ACC0134,Closed Lost,51651,2025-06-07,2025-04-26,0.0
OPP00502,ACC0170,Demo,66199,2025-04-25,2025-03-30,
OPP00503,ACC0041,Discovery,42480,2025-05-20,2025-03-18,
OPP00504,ACC0072,Closed Won,35771,2025-08-09,2025-05-27,1.0
OPP00505,ACC0061,Discovery,50495,2026-04-03,2026-01-15,
OPP00506,ACC0128,Demo,40535,2026-03-13,2025-12-31,
OPP00507,ACC0027,Discovery,35940,2025-08-19,2025-06-26,
OPP00508,ACC0155,Prospecting,53480,2025-09-22,2025-07-18,
OPP00509,ACC0172,Demo,36843,2025-07-03,2025-03-30,
OPP00510,ACC0117,Demo,16528,2025-08-17,2025-06-21,
OPP00511,ACC0094,Closed Won,58932,2025-11-17,2025-08-24,1.0
OPP00512,ACC0075,Prospecting,21106,2025-07-21,2025-06-23,
OPP00513,ACC0191,Demo,34256,2025-07-24,2025-05-05,
OPP00514,ACC0101,Demo,22592,2025-08-11,2025-07-15,
OPP00515,ACC0194,Closed Won,19122,2026-01-02,2025-10-22,1.0
OPP00516,ACC0198,Closed Lost,112012,2025-07-31,2025-07-12,0.0
OPP00517,ACC0013,Negotiation,36191,2025-09-04,2025-06-24,
OPP00518,ACC0046,Closed Won,34626,2025-07-10,2025-05-02,1.0
OPP00519,ACC0154,Closed Won,15795,2025-05-25,2025-04-19,1.0
OPP00520,ACC0035,Proposal,118200,2025-05-30,2025-04-05,
OPP00521,ACC0180,Negotiation,107737,2026-02-05,2025-12-01,
OPP00522,ACC0075,Closed Won,12182,2025-06-28,2025-05-05,1.0
OPP00523,ACC0164,Discovery,13815,2025-11-25,2025-08-17,
OPP00524,ACC0147,Discovery,24581,2025-12-10,2025-08-28,
OPP00525,ACC0109,Closed Won,69992,2025-10-19,2025-07-11,1.0
OPP00526,ACC0015,Discovery,30557,2026-04-24,2026-02-03,
OPP00527,ACC0065,Closed Won,18915,2025-12-17,2025-10-30,1.0
OPP00528,ACC0009,Negotiation,11603,2025-12-18,2025-11-27,
OPP00529,ACC0144,Proposal,59344,2025-12-06,2025-08-10,
OPP00530,ACC0179,Negotiation,26588,2026-02-04,2025-10-18,
OPP00531,ACC0176,Negotiation,94439,2025-12-26,2025-09-15,
OPP00532,ACC0200,Prospecting,55251,2025-11-25,2025-09-02,
OPP00533,ACC0095,Discovery,68334,2025-10-26,2025-06-28,
OPP00534,ACC0050,Closed Won,7988,2025-07-06,2025-04-14,1.0
OPP00535,ACC0045,Discovery,49431,2025-11-22,2025-09-12,
OPP00536,ACC0034,Demo,29106,2025-06-20,2025-05-22,
OPP00537,ACC0199,Closed Won,156258,2026-02-15,2025-11-19,1.0
OPP00538,ACC0141,Closed Won,9907,2025-06-26,2025-03-26,1.0
OPP00539,ACC0048,Closed Won,26358,2025-09-02,2025-08-10,1.0
OPP00540,ACC0104,Closed Won,13054,2025-06-10,2025-05-19,1.0
OPP00541,ACC0093,Discovery,20154,2026-02-20,2025-12-24,
OPP00542,ACC0144,Closed Lost,49470,2025-10-23,2025-09-12,0.0
OPP00543,ACC0165,Discovery,27496,2025-03-29,2025-03-14,
OPP00544,ACC0030,Discovery,16336,2025-07-03,2025-04-01,
OPP00545,ACC0131,Proposal,73664,2025-09-11,2025-07-27,
OPP00546,ACC0132,Prospecting,71462,2025-09-10,2025-06-26,
OPP00547,ACC0002,Discovery,140835,2026-01-24,2025-12-29,
OPP00548,ACC0176,Discovery,45520,2025-04-17,2025-03-26,
OPP00549,ACC0190,Discovery,43231,2025-11-04,2025-07-07,
OPP00550,ACC0019,Closed Won,20116,2025-10-06,2025-07-02,1.0
OPP00551,ACC0162,Discovery,21136,2025-08-18,2025-04-21,
OPP00552,ACC0002,Demo,30577,2025-09-24,2025-07-17,
OPP00553,ACC0180,Negotiation,84771,2025-07-02,2025-03-18,
OPP00554,ACC0196,Closed Lost,26945,2026-03-03,2026-01-03,0.0
OPP00555,ACC0137,Demo,55235,2025-08-31,2025-06-30,
OPP00556,ACC0077,Closed Won,16833,2025-11-20,2025-10-20,1.0
OPP00557,ACC0141,Closed Lost,42818,2025-05-15,2025-03-15,0.0
OPP00558,ACC0055,Discovery,121663,2026-02-19,2025-12-28,
OPP00559,ACC0158,Closed Won,19904,2025-10-17,2025-07-13,1.0
OPP00560,ACC0014,Discovery,62461,2025-11-10,2025-10-03,
OPP00561,ACC0149,Negotiation,23711,2025-07-16,2025-05-04,
OPP00562,ACC0073,Demo,49371,2025-07-31,2025-06-05,
OPP00563,ACC0158,Closed Lost,23035,2025-04-20,2025-03-29,0.0
OPP00564,ACC0081,Proposal,41838,2025-12-17,2025-09-06,
OPP00565,ACC0190,Prospecting,23214,2025-08-09,2025-07-05,
OPP00566,ACC0085,Demo,19894,2025-05-26,2025-03-18,
OPP00567,ACC0028,Demo,75738,2025-08-21,2025-06-09,
OPP00568,ACC0068,Negotiation,12446,2026-02-16,2025-11-12,
OPP00569,ACC0149,Closed Won,95243,2025-04-18,2025-03-26,1.0
OPP00570,ACC0140,Proposal,125940,2025-11-06,2025-07-17,
OPP00571,ACC0198,Negotiation,16419,2025-07-22,2025-05-09,
OPP00572,ACC0024,Closed Won,13264,2025-07-30,2025-04-14,1.0
OPP00573,ACC0158,Proposal,157734,2025-09-19,2025-07-21,
OPP00574,ACC0145,Proposal,33193,2026-03-07,2025-11-17,
OPP00575,ACC0068,Closed Won,57936,2026-03-15,2025-11-27,1.0
OPP00576,ACC0117,Prospecting,25360,2025-09-16,2025-08-04,
OPP00577,ACC0134,Closed Lost,16075,2026-02-05,2026-01-17,0.0
OPP00578,ACC0146,Demo,79851,2025-07-20,2025-03-22,
OPP00579,ACC0020,Negotiation,21305,2026-01-13,2025-11-12,
OPP00580,ACC0091,Demo,115342,2025-07-06,2025-05-21,
OPP00581,ACC0059,Closed Won,92605,2025-11-01,2025-08-17,1.0
OPP00582,ACC0093,Negotiation,22316,2026-03-21,2026-01-01,
OPP00583,ACC0085,Closed Won,52983,2025-07-21,2025-04-07,1.0
OPP00584,ACC0166,Negotiation,33848,2026-02-26,2025-12-13,
OPP00585,ACC0035,Discovery,10376,2025-07-30,2025-07-14,
OPP00586,ACC0067,Prospecting,40338,2025-06-11,2025-03-24,
OPP00587,ACC0005,Closed Lost,49636,2026-01-28,2025-11-09,0.0
OPP00588,ACC0124,Discovery,47886,2025-10-11,2025-09-17,
OPP00589,ACC0197,Closed Won,71241,2025-12-26,2025-11-14,1.0
OPP00590,ACC0088,Negotiation,11252,2026-02-09,2025-11-08,
OPP00591,ACC0028,Proposal,19863,2025-09-20,2025-06-22,
OPP00592,ACC0046,Proposal,113090,2026-03-12,2026-02-01,
OPP00593,ACC0193,Proposal,109801,2025-09-11,2025-06-11,
OPP00594,ACC0001,Proposal,10102,2026-01-05,2025-12-11,
OPP00595,ACC0136,Proposal,30153,2025-05-22,2025-03-14,
OPP00596,ACC0090,Closed Lost,32661,2025-08-17,2025-07-05,0.0
OPP00597,ACC0026,Closed Won,118597,2025-08-08,2025-04-14,1.0
OPP00598,ACC0140,Demo,8762,2025-08-07,2025-07-07,
OPP00599,ACC0148,Discovery,141933,2025-08-30,2025-07-15,
OPP00600,ACC0081,Proposal,29265,2025-06-16,2025-05-18,
